,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Age,Gender,Education,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiouness,Impulsiveness,Sensation Seing
1172,Less than a year,Less than a year,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,More than a year,More than a year,Never,Never,Less than a year,Never,Never,25-34,Male,Masters or Doctorate Degree,11.211242021343695,7.537668795606503,10.540454761850786,7.35307531549839,13.273533928344628,16.189816469208427,20.0
1173,More than a year,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Less than a year,Never,Never,Less than a year,Less than a year,More than a year,More than a year,Never,Never,Never,18-24,Male,college - no degree,6.011287730269847,10.010140717730678,7.858778341651095,12.196538465979286,9.203113995081342,8.56948605880682,14.218653520690163
1174,Less than a year,More than a year,Never,Less than a year,More than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,18-24,Male,college - no degree,12.733141494355394,9.526959953328262,10.540454761850786,6.1236996155134005,7.405263887124895,4.308016529682876,10.791183462868197
1175,Less than a year,Never,Never,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,More than a year,Never,More than a year,Never,Never,Never,25-34,Female,college - no degree,8.895758419420952,10.983435809562208,11.060927465452414,14.650440485399901,10.355938759251348,14.101358842555687,12.399149044675154
1176,Less than a year,Less than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,Less than a year,Never,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,More than a year,Never,More than a year,25-34,Female,Masters or Doctorate Degree,16.595783203156884,11.454429386089501,16.707980192825243,1.952539574409128,6.369517024789571,16.189816469208427,20.0
1177,Never,More than a year,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,More than a year,More than a year,Less than a year,More than a year,Never,Never,Never,18-24,Male,college - no degree,7.933318393835825,9.082662121670285,8.713796688224836,12.196538465979286,9.203113995081342,8.56948605880682,4.4879643818699515
1178,More than a year,Never,Never,Never,More than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,More than a year,More than a year,More than a year,Never,More than a year,Never,Never,Never,18-24,Male,college - no degree,9.840894351534292,5.010889053828274,11.553030180356698,8.249806602085233,9.203113995081342,6.758404574067456,12.399149044675154
1179,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,More than a year,More than a year,More than a year,More than a year,Never,Never,25-34,Male,college - no degree,15.388117756878971,8.656080001710482,8.713796688224836,8.691793000727408,7.071609186112298,10.071451478417035,12.399149044675154
1180,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Less than a year,Less than a year,Less than a year,More than a year,Less than a year,Less than a year,Never,Never,25-34,Female,Professional certificate,11.519332056055765,8.656080001710482,8.713796688224836,16.4493008809708,7.744027756930573,11.306852854668904,10.791183462868197
1181,Less than a year,More than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,Less than a year,Never,Less than a year,More than a year,More than a year,Never,More than a year,Never,Never,Never,18-24,Male,University Degree,8.895758419420952,13.402821685252892,13.462855070163904,9.12907434562228,15.229681672805366,6.758404574067456,9.313161059044399
1182,Less than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,More than a year,Less than a year,Never,More than a year,Never,More than a year,45-54,Male,School Dropout,9.840894351534292,6.237641000265736,10.02710694125534,12.71784687503608,10.749142698795737,8.56948605880682,14.218653520690163
1183,Less than a year,Less than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,More than a year,Never,Less than a year,Never,Less than a year,Never,Less than a year,Never,More than a year,18-24,Male,college - no degree,12.733141494355394,9.082662121670285,12.491992603076007,7.35307531549839,7.405263887124895,12.594702071708037,14.218653520690163
1184,Less than a year,Never,Never,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,Never,Less than a year,Never,Never,More than a year,Less than a year,Never,Never,18-24,Male,college - no degree,7.156949315033934,11.94808685585825,11.553030180356698,11.704268609497857,7.744027756930573,16.189816469208427,12.399149044675154
1185,Less than a year,Never,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,More than a year,Never,Never,Never,More than a year,Never,More than a year,25-34,Female,University Degree,13.947069657138533,9.082662121670285,13.462855070163904,11.265803784826057,9.980804535325428,10.071451478417035,10.791183462868197
1186,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Never,More than a year,Less than a year,Never,Never,55-64,Female,Masters or Doctorate Degree,9.249735467010176,11.454429386089501,12.046816958516988,8.691793000727408,9.980804535325428,8.56948605880682,10.791183462868197
1187,Less than a year,Less than a year,Never,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,Less than a year,Never,Never,More than a year,Never,Never,More than a year,Less than a year,Never,Never,18-24,Male,college - no degree,6.737792525996952,14.441787087689718,12.046816958516988,8.249806602085233,9.980804535325428,14.101358842555687,12.399149044675154
1188,Less than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Never,More than a year,More than a year,Never,Never,More than a year,Never,Never,18-24,Male,Masters or Doctorate Degree,3.6980302124129416,10.983435809562208,12.945361863092135,15.249627636850672,12.711871745430614,6.758404574067456,7.762342477019955
1189,More than a year,Less than a year,More than a year,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Less than a year,Less than a year,Never,More than a year,Never,Less than a year,Never,Never,18-24,Female,college - no degree,12.151539930753945,11.94808685585825,12.046816958516988,10.379175374383724,2.5726829775196576,16.189816469208427,16.51503296076956
1190,Less than a year,Less than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,Never,More than a year,Never,Never,Never,More than a year,Less than a year,Never,Never,18-24,Male,School Dropout,15.042956002190468,5.394037135797039,12.046816958516988,11.265803784826057,6.71546836933806,16.189816469208427,16.51503296076956
1191,Less than a year,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,Never,More than a year,More than a year,Never,Never,Less than a year,Never,Never,18-24,Male,college - no degree,2.0996424908990274,13.402821685252892,14.043500649335929,14.650440485399901,8.477496565022111,10.071451478417035,12.399149044675154
1192,Less than a year,More than a year,Never,Less than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,35-44,Male,University Degree,11.211242021343695,10.512136789729775,12.945361863092135,6.896021198720687,11.200625801013752,11.306852854668904,16.51503296076956
1193,Less than a year,More than a year,Never,Less than a year,Less than a year,More than a year,Less than a year,Never,Never,Less than a year,Never,Never,Less than a year,More than a year,Never,Less than a year,Less than a year,Never,Never,18-24,Male,college - no degree,12.986351136564322,8.656080001710482,10.540454761850786,8.691793000727408,5.26316549088432,12.594702071708037,12.399149044675154
1194,Less than a year,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Never,More than a year,Never,Never,More than a year,Less than a year,Never,Never,18-24,Male,college - no degree,11.830034029405088,9.082662121670285,8.713796688224836,7.803461534020714,8.477496565022111,8.56948605880682,14.218653520690163
1195,Never,Less than a year,Never,Never,More than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,Never,Never,25-34,Male,University Degree,7.548858835105049,9.082662121670285,10.02710694125534,4.4406759112794285,9.203113995081342,11.306852854668904,2.6493609085522998
1196,Less than a year,Never,Never,More than a year,Less than a year,Less than a year,More than a year,More than a year,Never,More than a year,Never,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,25-34,Male,School Dropout,9.249735467010176,2.519571279776904,8.279956084812017,9.950091791846113,10.749142698795737,4.308016529682876,6.160226588104123
1197,More than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Less than a year,Never,Never,More than a year,Less than a year,Never,Never,18-24,Male,college - no degree,16.595783203156884,1.666681938831923,6.471984636161372,10.830831668764215,4.452857093373669,11.306852854668904,16.51503296076956
